,Year,Song,Artist,lowerArtist,Initial,lowerSong,Lyrics
20,2016,"""FDT""",YG and Nipsey Hussle,yg,y,fdtfuckdonaldtrump,search    t    t   tfdt  fuck donald trump   lyrics        yg lyrics              fdt  fuck donald trump      with nipsey hussle   n        intro    ni think we got kicked out because we  re a group of black people and like  i guess people    what  s going on in america  they  re afraid we  re gonna say something or do something  but we just wanted to watch the rally  and to get kicked out because we  re a group of black people is really crazy  it shows you how racist our own school is that we can  t even go to our own school conference  n  n  chorus   yg    nfuck donald trump  nfuck donald trump  nyeah  nigga  fuck donald trump  nyeah  yeah  fuck donald trump  nyeah  fuck donald trump  nyeah  fuck donald trump  nyeah  nigga  fuck donald trump  nyeah  yeah  fuck donald trump  yeah  n  n  verse 1   yg    ni like white folks  but i don  t like you  nall the niggas in the hood wanna fight you  nsurprised el chapo ain  t tried to snipe you  nsurprised the nation of islam ain  t tried to find you  nhave a rally out in l a   we gon fuck it up  nhome of the rodney king riot  we don  t give a fuck  nblack students  ejected from your rally  what   ni  m ready to go right now  your racist ass did too much  ni  m bout to turn black panther  ndon  t let donald trump win  that nigga cancer  nhe too rich  he ain  t got the answers  nhe can  t make decisions for this country  he gon crash us  nno  we can  t be a slave for him  nhe got me appreciating obama way more  nhey donald  and everyone that follows  nyou gave us your reason to be president  but we hate yours  n  n  chorus   yg    nfuck donald trump  nfuck donald trump  nyeah  nigga  fuck donald trump  ni don  t like your ass  nigga  nyeah  yeah  fuck donald trump  nyeah  fuck donald trump  ni really don  t like you  nigga   nyeah  fuck donald trump  nyeah  nigga  fuck donald trump  nthis for my grandma   nyeah  yeah  fuck donald trump  yeah  n  n  verse 2   nipsey hu  le    nnigga am i tripping  let me know  ni thought all that donald trump bullshit was a joke  nknow what they say when rich niggas go broke  nlook  reagan sold coke  obama sold hope  ndonald trump spent his trust fund money on the vote  ni  m from a place where you prolly can  t go  nspeaking for some people that you prolly ain  t know  nit  s pressure built up and it  s prolly gong blow  nand if we say go then they  re prolly gong go  nyou vote trump then you  re prolly on dope  nand if you like me then you prolly ain  t know  nand if you been to jail you can prolly still vote  nwe let this nigga win  we gong prolly feel broke  nyou built walls  we gong prolly dig holes  nand if your ass do win  you gong prolly get smoked  nfuck nigga  fuck you   n  n  interlude   donald trump    ni will build a great  great wall on our southern border  nand i will have mexico pay for that wall  mark my words  n  n  verse 3   yg   nipsey hu  le    nhold up  i fuck with mexicans  got a plug with mexicans  nwant a little  need a switch  who i call  a mexican  nthis comedy central ass nigga couldn  t be the president  nhold up  nip  tell the world how you fuck with mexicans  nit wouldn  t be the usa without mexicans  nand if it  s time to team up  shit  let  s begin  nblack love  brown pride in the sets again  nwhite people feel the same as my next to kin  nif we let this nigga win  god bless the kids  ngod bless the kids  this nigga wicked and wigged  nwhen me and nip link  that  s bloods and crips  nwhere your l a  rally  we gon crash your shit  n  n  chorus   n                                      
21,2016,"""Stop Come On""",Ezale and DJ Fresh,ezale,e,stopcomeon,Not Available
22,2016,"""Through the Night""",Travis Scott Featuring Kid Cudi ,travisscott,t,throughthelatenight,search    t    t   tthrough the late night  lyrics        travis scott lyrics              through the late night     feat  kid cudi   n        kid cudi    nsleep through day  then we play all through the late night  nsleep through day  then we play all through the late night  nuh  uh  uh  uh  uh  uh  all through the late night  ns  il vous pla xc3 xaet  don  t you hate  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  n  nblimp  s soarin    how the hell did i get in this space   nfour in the mornin    how did i get in this place   noh it don  t matter  got smoke  drink  and i  m runnin   this space  ndone contemplatin    i  ma take it in and groove in this case  nn  n dimethyltryptamine and lysergic acid diethylamide  nthe vibes are effervescent  delicious  just how they should be  nn  n dimethyltryptamine and lysergic acid diethylamide  nthe vibes are effervescent  delicious  just how they should be  nno sleep in my bed  no sleepin   in my bed  nyeah  then we gon   play  gon   play  gon   until the day  ni said no sleep in my bed  no sleepin   in my bed  nyeah  we gon   play  gon   play  nthen we  ll sleep all through the day  nand do it again  n  n  kid cudi   travis scott    nsleep through day  then we play all through the late night  nsleep through day  then we play all through the late night  nuh  uh  uh  uh  uh  uh  all through the late night  ns  il vous pla xc3 xaet  don  t you hate  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  n  n  travis scott    nday and night  i toss and turn  ni keep stressin   my mind  mind  ni seek the peace  sometimes i can  t restrain  nto join a rage at night  come out and play  play  nbalance  find your balance  ngod said it  s my talent  nsprinkle a little season on the salad  nrelieve my heart of malice  hit my palace  nstroke my cactus  oh  don  t wait  ndon  t play  nplay no games like the nba  nthrowin   checks like the nba  nyou a ring  you a ring  nwe shootin   shots like the nra  nahh  she jammin   travis and kid cudi  nthe new krayzie bone and slim bun b  nah  shawty  on the scene  pull up on the scene  nsip my tea  he don  t hennessy  naw save all  take it right  naw take it all  never light  naw  had a ball  had a night  naw  after all  sleep good  n  n  kid cudi    nsleep through day  then we play all through the late night  nsleep through day  then we play all through the late night  nuh  uh  uh  uh  uh  uh  all through the late night  ns  il vous pla xc3 xaet   don  t you hate  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night  nall through the late night  all through the late night n                                      
23,2016,"""Controlla""",Drake,drake,d,controlla,search    t    t   tcontrolla  lyrics        drake lyrics              controlla     feat  popcaan   n        popcaan   drake    ngyal yuh body good and yuh special to meh  nwan mek you mi lady  officially  nfrom you tickets fi buy  den mi willing to pay  nfly yuh in from distance away  nright  my yiy just changed  nyou just buzzed the front gate  ni thank god you came  nhow many more days could i wait   ni made plans with you  nand i won  t let em fall through  ni  i  i  i  i  n  n  drake    ni think i  d lie for you  ni think i  d die for you  njodeci  cry for you   ndo things when you want me to  nlike controlla  controlla  nyeah  like controlla  controlla  n  nyeah  okay  you like it  nwhen i get  aggressive  tell you to  ngo slower  go faster  nlike controlla  controlla  nyeah  like controlla  controlla  nyeah and i xe2 x80 x99m never on a wasting shorty  ni do it how you say you want it  nthem girls  they just wanna take my money  nthey don  t want me to give you nothing  nthey don  t want you to have nothing  nthey don  t wanna see me find your lovin    nthey don  t wanna see me  nsmiling back when they pree  n  nknowing i  d lie for you  nthinking i  d die for you  njodeci  cry for you   ndo things when you want me too  nlike controlla  controlla  nyeah  like controlla  controlla  n  n  popcaan    nbaby yuh mek mi happy  wine up yuh sexy body fi papi  nyuh eyes them looking at me  nan xe2 x80 x99 you turn mi on like a new bugatti  nnaughty tings mi wan you do  nso mi woulda love it if yuh coulda come through  nmek we smoke a spliff  have a drink  me and you  nden mi release yuh stress ah yorkville avenue  n  nsexiness you a pro  nmek mi bend you over inna ya bra and ya shoes  nbaby  wah mek you so rude  nyou pretty inna clothes but mi love when yuh nude  nbaby  it no tek you nuttin  fi move meh  nyuh bad like an action movie  nshe say fi do it rough tonight  not smoothly  nmi love how you unruly  n  n  drake    ni think i  d lie for you  nthinking i  d die for you  njodeci  cry for you   ndo things when you want me to  nlike controlla  controlla  nyeah  like controlla  controlla  n  n  popcaan    nshe love it when we dweet all night  nand she mek it clap when she ride my bike  nshe cock it up pan di private flight  nfi mi lace  xe2 x80 x98ar up like mi bran xe2 x80 x99 new nike  nmi say mi want  xe2 x80 x98ar all my life  nwhen she sing mi note pan di cordless mic  nmi want  xe2 x80 x98ar all my life  nall my life  nmi see it say yuh  n  nsexiness you a pro  nmek mi bend you over inna ya bra and ya shoes  nbaby  wah mek you so rude  nyou pretty inna clothes but mi love when yuh nude  nbaby  it no tek you nuttin  fi move meh  nyuh bad like an action movie  nshe say fi do it rough tonight  not smoothly  nmi love how you unruly  n  n  drake    ni think i  d lie for you  ni think i  d die for you  njodeci  cry for you   ndo things when you want me to  nlike controlla  controlla  nyeah  like controlla  controlla n                                      
24,2016,"""Caroline""",Amin\xc3\xa9,0,19,caroline,Not Available
25,2016,"""Broccoli""",D.R.A.M. Featuring Lil Yachty,dram,d,broccoli,search    t    t   tbroccoli  lyrics        d r a m  lyrics              broccoli     feat  lil yachty   n        d r a m     nain  t no telling what i  m finna be on  ni  m beyond all that fuck shit  n  n  lil yachty    nhey little mama would you like to be my sunshine   nnigga touch my gang we gon   turn this shit to columbine  nice on my neck cost me 10 times 3  n30  000 dollars for a nigga to get flee  ni just hit rodeo and i spent like 10 gs  ni just did a show and spent the check on my mama  nwhen i go on vacay i might rent out the bahamas  nand i keep like 10 phones  damn i  m really never home  nall these niggas clones tryna copy what i  m on  nnigga get your own  tryna pick a nigga bone  nway to brother skip  boy i had a good day  nmetro pcs trapping boy i  m making plays  n50 shades of grey  beat that pussy like hulk hogan  ni know you know my slogan  if i ain  t bout guap i  m gone  nniggas hating cause i  m chosen from the concrete that i rose  nshawty staring at my necklace cause my diamonds really froze  nput that dick up in her pussy bet she feel it in her toes  ni  m a real young nigga from the 6 throwing bows  ni  m a real young nigga from the 6 throwing bows  nreal young nigga from the 6 throwing bows  n  n  d r a m     nin the middle of the party bitch get off me  nin the cut i  m rolling up my broccoli  nya i know your baby mama fond of me  nall she want to do is smoke that broccoli  nwhispered in my ear she trying to leave with me  nsaid that i can get that pussy easily  nsaid that i can hit that shit so greasily  ni  m a dirty dog i did it sleazily  n  nain  t no telling what i  m finna be on  ni  m beyond all that fuck shit  nain  t no telling what i  m finna be on  ni  m beyond all that fuck shit  n  ni got companies and pesos  ni got people on my payroll  nshe don  t do it less i say so  ni don  t smoke if it ain  t fuego  ni just sauce em up like prego  nfettucini with alfredo  nall i wanted was the fame and every game they made on sega  ni was 5 or 6 years old when i had told myself ok you  re special  nbut i treat you like my equal never lesser  ni was 26 years old when we had dropped this one amazing record  nhad the world stepping  nthat  s what i call epic  ncouple summers later i got paper  ni acquired taste for salmon on a bagel  nwith the capers on a square plate  nat the restaurant with the why you got to stare face  nto know i either ball or i record over the snare and bass  nrapper face  dread headed  ngolden diamond teeth wearing  nthey just mad cause i got that cheese bitch i keep dairy  nturned up in the party getting lit to yachty  nwith a spanish barbie word to my mommy  n  nin the middle of the party bitch get off me  nin the cut i  m rolling up my broccoli  nya i know your baby mama fond of me  nall she want to do is smoke that broccoli  nwhispered in my ear she trying to leave with me  nsaid that i can get that pussy easily  nsaid that i can hit that shit so greasily  ni  m a dirty dog i did it sleazily n                                      
26,2016,"""No Problem""",Chance The Rapper Featuring Lil Wayne and 2 Chainz,chancetherapper,c,noproblem,search    t    t   tno problem  lyrics        chance the rapper lyrics              no problem     feat  2 chainz   lil wayne   n        ha ha davis    nyou don  t want zero problems  big fella   nyep   n  n  chance the rapper    nif one more label try to stop me  nit  s gon   be some dreadhead niggas in ya lobby  n  nyou don  t want no problems  want no problems with me  bih   nyou don  t want no problems  want no problems with me  njust another day  had to pick up all the mail  nthere go chano ridin   through the streets  they be like   there he go    nyou don  t want no problems  want no problems with me  bih   nyou don  t want no problems  want no problems with me  njust another day  had to pick up all the mail  nthere go chano ridin   through the streets  they be like   there he go    n  nooh  i be comin    put the hinges in their hands  ncountin   benjis while we meetin    make   em shake my other hand  nmilly rockin    scoopin   all the blessings on my lap  nbitch  i know you tried to cheat  you shoulda never took a nap  nfuck wrong with you  what you was thinkin     nfuck you thought it was   nyou talk that talk that make a lame a nigga fall in love  nnot me  though  bitch you can keep those  nbro  i  m at your head like craig did deebo  ndon  t tweak  bro  it  s never sweet  ho  nmy shooters come for free  so  n  nif one more label try to stop me  nit  s gon   be some dreadhead niggas in ya lobby  n  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyep  yep   npull up in the new thing i  m like   nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nthey be like   there he go    n  n  2 chainz    nyou old  npetey pablo  take your shirt off  nwave   round your head like a helicopter  ni ain  t put enough weed in the blunt  nall you do is smoke tobacco  nwhere the hell you get them from   nyeezus said he ain  t make them  nmy niggas chasin   bounty hunters  nand gettin   chased by their baby mommas  nmy first tat was on my stomach  ngot a pocket full of money  nand a mind full of ideas  nsome of this shit may sound weird  ninside of the maybach  nlook like it came out of ikea  nrun shit like diarrhea  nbig yacht  no pies there  naye  aye  captain  ni  m high  captain  ni  m so high  nme and god dappin    nthis is my blessin    nthis is my passion  nschool of hard knocks  ni took night classes  n  n  chance the rapper    nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  npull up  they be like   there he go    n  n  lil wayne    ni got problems bigger than these boys  nmy deposits  they be on steroids  nlord  free the carter  niggas need the carter  nsacrificin   everything  i feel like jesus carter  nhold up  i got this sewed up  my soda poured up  nmy woes up  i  m flippin   those bucks  they  ve been with toe tucks  ni rolled up and let the smoke puff  ni lay down  told you  nhold up  get too choked up when i think of old stuff  nmove on  put my goons on  they kidnap newborns  nin the streets my face a coupon  nher pussy too warm  nall these bitches come to do harm  njust bought a new charm  nfuck a watch  i buy a new arm  you lukewarm  ni  m uncle luke with the hoes  npretty bitches  centerfolds  ntippy toes around my crib in their robes  just their robes  nhalf a milli   in the safe  another in the pillowcase  ncodeine got me movin   slower than a caterpillar race  nfuck wrong with you  what you were thinkin     nwhat you thought it was   ni just popped five percocets and only caught a buzz  nand if that label try to stop me  nthere gon   be some crazy weezy fans waitin   in the lobby  nmula  baby  n  n  chance the rapper    nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  njust another day  had to pick up all the mail  nthere go chano ridin   through the streets  they be like   there he go    nyou don  t want no problems  want no problems with me  bih   nyou don  t want no problems  want no problems with me  njust another day  had to pick up all the mail  nthere go chano ridin   through the streets  they be like   there he go    n  n  lil wayne   chance the rapper    nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nyou don  t want no problems  want no problems with me  nsay so  got problems  say so  nthey be like   there he go    n                                      
27,2016,"""Today""",Kodak Black,kodakblack,k,today,search    t    t   ttoday  lyrics        kodak black lyrics              today           hook    nsorry  i don  t want to sound offensive  nbut today  i don  t want to take no pictures  ntoday  i  m not kodak i  m lil bill  ntoday  i don  t give a fuck how you feel  nand i don  t wanna go in front of no crowd  ntoday  i wanna tote my 40 cal  nsorry  i ain  t wanna take your mixtape  nsorry  i forgot it was your b day  ni don  t give a fuck about your birthday  nyou ain  t ever tell me happy birthday  ntoday they gon   read my nigga verdict  ntoday i might post a throwback thursday  n  n  verse    nshe wanna fuck with me because i  m haitian  nand that boy don  t fuck with me because i  m haitian  nfuck the fame  i be in my own lane paper chasin    nroad runnin  gettin   to the money i be rag racin    ni wanna fuck you too girl but i can  t  nyour boyfriend ain  t gon   play my songs again  nwell fuck it  you ain  t gotta be a fan  nnigga is you a groupie or my friend   nfuck your daughter  i ain  t comin to her party  ni  m a be there kodak boppin  acting rowdy  ni don  t think you want me at her party  i might lace the birthday cake with molly  ni  m in the mall  don  t talk to me i  m shoppin    nbaby girl  your mcm be flockin    nsorry  i don  t mean to disrespect him  nbut nigga  i ain  t come to heao lectures  n  n  hook    nsorry  i don  t want to sound offensive  nbut today  i don  t want to take no pictures  ntoday  i  m not kodak i  m lil bill  ntoday  i don  t give a fuck how you feel  nand i don  t wanna go in front of no crowd  ntoday  i wanna tote my 40 cal  nsorry  i ain  t wanna take your mixtape  nsorry  i forgot it was your bday  ni don  t give a fuck about your birthday  nyou ain  t ever tell me happy birthday  ntoday they gon   read my nigga verdict  ntoday i might post a throwback thursday n                                      
28,2016,"""Too Much Sauce""",DJ Esco Featuring Future and Lil Uzi Vert,djesco,d,toomuchsauce,search    t    t   ttoo much sauce  lyrics        dj esco lyrics              too much sauce     feat  future   lil uzi vert   n        dj esco   future    ndj esco  lil uzi vert  future  nthat  s too much sauce  nthat  s too much sauce  n  n  future    npatek philippe  the plain one  that  s too much sauce  nhermes in the a  that  s too much sauce  nthey let me know before i was famous  i had too much sauce  naudemars  hublot now  that  s too much sauce  nthat  s too much sauce  got too much sauce  nthat  s too much sauce  i got too much sauce  npatek philippe  the plain one  that  s too much sauce  ngot diamonds on all on my fingers  that  s too much sauce  n  n  lil uzi vert   future    nyeah  all of my diamonds they shine  nhaters like  knock that off   nyeah  all of your diamonds are fake  nneed to stop that dawg  nyou really kissin   that girl like she ain  t top me though  nshaquille o  neal with the haters cause i  m blockin   y  all  nyeah  yeah  that  s too much sauce  nrockin   vlone when i  m rockin   off white  nthat  s too much sauce  nyeah  she smile at me on her teeth with that ice  nthat  s too much sauce  nyeah  smokin   that gas got me high like a kite  nyeah  yeah  too much sauce  yeah  yeah  ndiamonds they look like dasani huh  more like voss  aye  nyeah  that boy saw my chain  he said  what  s the cost    aye  nyou wanna know the amount  can you count   n  n  future    npatek philippe  the plain one  that  s too much sauce  nhermes in the a  that  s too much sauce  nthey let me know before i was famous  i had too much sauce  naudemars  hublot now  that  s too much sauce  nthat  s too much sauce  got too much sauce  nthat  s too much sauce  i got too much sauce  npatek philippe  the plain one  that  s too much sauce  ngot diamonds on all of my fingers  that  s too much sauce  n  n  lil uzi vert   future    nyeah  too much sauce  yeah  yeah  ndiamonds they look like the dasani  more like voss  nyoung man  young man  nyoung man turned myself right to a boss like yeah  ncoppin   no matter the cost  like yeah  nthat  s too much sauce  nfuck that bitch and her friend right in my benz  ntoo much sauce  nthink me and future fucked on the same twins  ndamn  yeah  yeah  nnow i  m getting money  nniggas actin   like they been knew us  aye  nfake energy don  t move us  yeah  aye  ndiamonds they wide like a cougar  ndiamonds they straight from the jeweler  ndrugs got me lost like bermuda  n  n  future    npatek philippe  the plain one  that  s too much sauce  nhermes in the a  that  s too much sauce  nthey let me know before i was famous  i had too much sauce  naudemars  hublot now  that  s too much sauce  nthat  s too much sauce  got too much sauce  nthat  s too much sauce  i got too much sauce  npatek philippe  the plain one  that  s too much sauce  ngot diamonds on all of my fingers  that  s too much sauce  n  n  lil uzi vert    ntoo much sauce  yeah  yeah  ndiamonds they look like dasani n                                      
29,2016,"""Grapes of Wrath"" ",Ka,ka,k,grapesofwrath,Not Available
30,2016,"""Out the Bottle""",Kamaiyah Featuring HottBoy Zay,kamaiyah,k,outthebottle,search    t    t   tout the bottle  lyrics        kamaiyah lyrics              out the bottle           kamaiyah    nthese niggas can  t fuck with me  and i  m startin   to feel like  nthese bitches can  t fuck with me  and i  m startin   to feel like  nthese niggas can  t fuck with me  and i  m startin   to feel like  nthese bitches can  t fuck with me  n  nhow much i drunk last night  shit  i can  t recall  njust know a stripper made a tip like a banker would  ni just drunk all night  fucked up all night  nso tell me what the fuck these bitches hatin   for  nthey hate me  they hate zay  why they hate the boy   ncause we makin   all the hits that they can  t record  nman my daddy was the shit  back in   84  nit  s a god in your presence  better praise the lord  ni got a nigga goin   down like i paid him for it  nand i shine so hard that you can  t ignore it  ni shine so bright  take shots all night  nyou niggas so broke  you make the waiter bored  nwe the team that the city really waitin   for  nthe takeover  the city like it  s waiting for us  nonce we on  they gon   be like   who came before us    nonce we on  bring y  all out  big money  shut it down  n  nyou know me  i like to sip my drink  nand i ain  t got no shame at all  nbottle after bottle  i can  t see  nbut keep pourin   alcohol  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  n  n  zay   m    nin the jacuzzi gettin   freaky  ni got a bad bitch and she love me  nros xc3 xa9  dom p or the hennessy  norder hennessy  order hennessy  nwe in this thang  bitch  nand your girl in my vip tryna take a sip  nwhen she get that liquor in her  she be on that wild shit  ntryna seduce a nigga cause she see we   bout our chips  big money  nbeast mode  i got that henny in me  nso i  m goin   full throttle like a hemi  ngot her body bustin   like a semi  got her beggin     gimme  gimme   ntell her   hold up  i  m finna take a shot of remy   nremy martin  drinkin   in the aston martin  nall my niggas  we be flossin    flossin    noh shit  5 0 finna burp us  nall the bottles in the back  nigga  toss it  n  n  kamaiyah    nyou know me  i like to sip my drink  nand i ain  t got no shame at all  nbottle after bottle  i can  t see  nbut keep pourin   alcohol  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  ni  ma drink it out the bottle  nwoopty woopty woop  woopty woopty woop  n  nthey ain  t ready for the beef  that  s what i said  ncause every song gon   be good  if i sing  nyou want beef  shit  it  s good  bring it my way  ni  ll eat every rap beef like an entree  nwe live every damn day like it  s friday  naww shit  nwe live every damn day like it  s friday  naww shit  nchampagne  shake it up  you know that  s my drink  nwe poppin   bottles over here  live it up  nfuck you hatin   ass hoes  i  m doin   my thing  nfuck these hoes  nigga we don  t give no fucks n                                      
31,2016,"""Push It""",O.T. Genasis,otgenasis,o,pushit,search    t    t   tpush it  lyrics        o t  genasis lyrics              push it           verse 1    ni was mobbing through the beach  yeah the city by the sea  nmama tried to keep me home  but i love the fucking streets  ni was cooking up a ki  tryna serve it to the streets  ncouple niggas had beef so i had to chief keef  ni got homies from the 2  i got homies from the 3  ni keep everything neutral  i just wanna smoke a leaf  ni was running up a check  try me  he gon get the tec  nhear a lot of niggas talk  ain  t a nigga press me yet  ni  m in houston  v live  throwing racks  that  s a bet  nand you ain  t a real nigga if you don  t rep your set  n  n  chorus    npush it  push it  ngo get the money  go get the money  npush it  push it  ngo get the money  go get the money  n  n  verse 2    ncooking on a pot  had to scale and weigh the rock  nalmost burned my fucking hand  i forgot this shit was hot  ni  m just tryna get a knot  had the shit up in my sock  nleave me lone  leave me lone  i could work my own block  ngo get the money  go get the money  ngo get the money  go get the money  nall these racks i could trick on  ni got gold digger money  gold digger money  nhood rich nigga getting money  pushing weight  neverything was an 8  now it  s looking like a plate  n  n  chorus    npush it  push it  ngo get the money  go get the money  npush it  push it  ngo get the money  go get the money  npush it  push it  ngo get the money  go get the money  npush it  push it  ngo get the money  go get the money n                                      
32,2016,"""F Cancer""",Young Thug Featuring Quavo,youngthug,y,fcancer,search    t    t   tf cancer  lyrics        young thug lyrics              f cancer     feat  quavo   n        intro   young thug    naye  fuck cancer  shout out to boosie  real spit   ni fuck yo main bitch  i gave her cooties  slime season   nlet  s get it  hey   n  n  hook   young thug    nget it  all my niggas  yeah they with it  ncause these pussy niggas hatin    they tryna knock me off my pivot  ni  m a boss  i call the shots  i leave these pussy niggas missing  nand i  m whipping like i  m gifted  you can catch me in the kitchen  hey  woo  woo  woo   n  n  bridge   young thug    ni don  t want no brown  i want a syrup bottle  syrup bottle   ni put it down and then she started stalking  started looking for me   npop all the perky  yeah a half time  half time   nlil mama pussy soaking  yeah it  s bath time  bath time   n  n  verse 1   young thug    ni put a nine inside a two liter  ni  ma send her right back because i know you need her  nstart about fake shit  i shall call my people  nshout out to rasta niggas  those my people  nput down my strap and used these hands  they evil  ntried to be loyal to these foreigns  but i am a cheater  ngot a lot of followers  a perfect leader  ni like it icy cause i  m not a cheap one  nbabe make your booty roll  ni got a lot of hundreds  i wan   see that tootsie roll  ni got a lot of partners  falcons like i  m julio  nwe done got drunk inside this bitch  i  m don julio  nwe tryna get wet from these bitches  so what you cruising for  nmy family depend on me  that  s who i do it for  nof course i do it for my bitch and for my crew for sure  ni do it for my jeweler  my ice off a fucking boat  nyou know the routine  little bitch i  m private  nlittle bitch i  m hot  like i  m a taki  ni knock it out  pussy  just like i  m rocky  ni got a bunch of wings surrounding my body  n  n  hook   young thug    nget it  all my niggas  yeah they with it  ncause these pussy niggas hatin    they tryna knock me off my pivot  ni  m a boss  i call the shots  i leave these pussy nigga missing  nand i  m whipping like i  m gifted  you can catch me in the kitchen  hey  woo  woo  woo   n  n  bridge   young thug    ni don  t want no brown  i want a syrup bottle  syrup bottle   ni put it down and then she started stalking  started looking for me   npop all the perky  yeah a half time  half time   nlil mama pussy soaking  yeah it  s bath time  bath time   n  n  verse 2   young thug    nokay it  s bath time  just like a birdie  ni cop a foreign  i pull off skirting  nbitch is you worth it  you make me nervous  nyou rock them chrome hearts  you looking nerdy  nthis ain  t no fish n   grits  but this that fishscale  ni let little mama be  i keep her good and well  nbitch i  m an og  i don  t play that tattletale  nby the time you dress me out  i  ma be done made bail  ni smoke that cookie dough  i drink that actavis  nmy life a video  i  ma let you caption it  nenergizer bunny  you see these carats  ho  ni  m rey mysterio  my life on hbo  nthey didn  t want me fuck none  nnow they want to suck some  and fuck some  nysl ain  t gon   cuff   em  we fucks   em  nthen we go and do another one  nyeah we go and do another one  son  ni got my gun  you better run  run  run  nyou know i got bread like a croissant  son  ni get   em stuck up for a honey bun  yeah  yeah  n  n  verse 3   quavo    n quavo    ni put ice in all my watches  came in in versace  nperky  gas  molly  trappin    we got plenty options  nher pussy water like it  s bath time  she wishy washy  nand she gon   suck and fuck me even when the feds watching  ni don  t fuck with broke niggas  nah we can  t relate  ni put water on that white bitch  i call her ricki lake  nlil mama she lost in the sauce  nshe needa get hit with the pause  nafter i fuck her she run through the dawgs  nand then i  m rejecting her calls  ni threw a pack over the gate to my niggas   hind the wall  nrip pistol  rip mike  i pour out the lean for y  all  nremember the days i trapped out the bando  ni had a thousand dollars  nyou the same nigga that said i wouldn  t make it  ni put in a thousand hours  n  n  hook   young thug    nget it  all my niggas  yeah they with it  ncause these pussy niggas hatin    they tryna knock me off my pivot  ni  m a boss  i call the shots  i leave these pussy nigga missing  nand i  m whipping like i  m gifted  you can catch me in the kitchen  hey  woo  woo  woo   n  n  bridge   young thug    ni don  t want no brown  i want a syrup bottle  syrup bottle   ni put it down and then she started stalking  started looking for me   npopped all the perky  yeah a half time  half time   nlil mama pussy soaking  yeah it  s bath time  bath time   n  n  outro   quavo    nsplit this perc with me lil bitch  you know it  s half time  nshe wetter than an ocean  yeah it  s bath time  nlil bitch gon   bring me back some dollar signs   nand i  ma let you ride her like a pathfinder  yup  n                                      
